▣ 홍수특보 발령상황
홍수예보 제 2023-36호,형산강 포항시(형산교)지점,2023-08-10 12:00,홍수주의보 발령
홍수예보 제 2022-7호,형산강 포항시(형산교)지점,2022-09-06 6:10,홍수경보 변경발령
홍수예보 제 2022-4호,형산강 포항시(형산교)지점,2022-09-06 5:10,홍수주의보 발령
홍수예보 제 2020-55호,형산강 포항시(형산교)지점,2020-09-07 10:30,홍수주의보 발령
홍수예보 제 2019-16호,형산강 포항시(형산교)지점,2019-10-03 3:40,홍수주의보 변경발령
홍수예보 제 2019-13호,형산강 포항시(형산교)지점,2019-10-03 1:10,홍수경보 변경발령
홍수예보 제 2019-8호,형산강 포항시(형산교)지점,2019-10-02 23:30,홍수주의보 발령
홍수예보 제 2018-9호,형산강 포항지점,2018-10-06 13:30,홍수경보 변경발령
홍수예보 제 2018-7호,형산강 포항지점,2018-10-06 11:50,홍수주의보 발령
